,name,url
786,space policy of the united states,https://en.wikipedia.org/wiki/space_policy_of_the_united_states
787,renal stone formation in space,https://en.wikipedia.org/wiki/renal_stone_formation_in_space
788,crew exploration vehicle,https://en.wikipedia.org/wiki/crew_exploration_vehicle
789,decadal planning team,https://en.wikipedia.org/wiki/decadal_planning_team
790,rescue agreement,https://en.wikipedia.org/wiki/rescue_agreement
791,registration convention,https://en.wikipedia.org/wiki/registration_convention
792,a beautiful planet,https://en.wikipedia.org/wiki/a_beautiful_planet
793,center for the advancement of science in space,https://en.wikipedia.org/wiki/center_for_the_advancement_of_science_in_space
794,origins of the international space station,https://en.wikipedia.org/wiki/origins_of_the_international_space_station
795,space station 3d,https://en.wikipedia.org/wiki/space_station_3d
796,skylab ii,https://en.wikipedia.org/wiki/skylab_ii
797,the man-machine,https://en.wikipedia.org/wiki/the_man-machine
798,kraftwerk,https://en.wikipedia.org/wiki/kraftwerk
799,shuttle derived launch vehicle,https://en.wikipedia.org/wiki/shuttle_derived_launch_vehicle
800,cosmo (comics),https://en.wikipedia.org/wiki/cosmo_(comics)
801,museum of jurassic technology,https://en.wikipedia.org/wiki/museum_of_jurassic_technology
802,j-wear,https://en.wikipedia.org/wiki/j-wear
803,lists of fictional astronauts,https://en.wikipedia.org/wiki/lists_of_fictional_astronauts
804,shirley thomas (usc professor),https://en.wikipedia.org/wiki/shirley_thomas_(usc_professor)
805,alice king chatham,https://en.wikipedia.org/wiki/alice_king_chatham
806,captain simian & the space monkeys,https://en.wikipedia.org/wiki/captain_simian_&_the_space_monkeys
807,one small step: the story of the space chimps,https://en.wikipedia.org/wiki/one_small_step:_the_story_of_the_space_chimps
808,mariner (crater),https://en.wikipedia.org/wiki/mariner_(crater)
809,stamatios krimigis,https://en.wikipedia.org/wiki/stamatios_krimigis
810,s:nasa facts volume 2 number 6 project ranger,https://en.wikipedia.org/wiki/s:nasa_facts_volume_2_number_6_project_ranger
811,luna (rocket),https://en.wikipedia.org/wiki/luna_(rocket)
812,space travel using constant acceleration,https://en.wikipedia.org/wiki/space_travel_using_constant_acceleration
813,moose,https://en.wikipedia.org/wiki/moose
814,paracone,https://en.wikipedia.org/wiki/paracone
815,personal rescue enclosure,https://en.wikipedia.org/wiki/personal_rescue_enclosure
816,robert esnault-pelterie,https://en.wikipedia.org/wiki/robert_esnault-pelterie
817,sergey korolev,https://en.wikipedia.org/wiki/sergey_korolev
818,vikram sarabhai,https://en.wikipedia.org/wiki/vikram_sarabhai
819,konstantin tsiolkovsky,https://en.wikipedia.org/wiki/konstantin_tsiolkovsky
820,space race ii,https://en.wikipedia.org/wiki/space_race_ii
821,space race 2.0,https://en.wikipedia.org/wiki/space_race_2.0
822,institut de mécanique céleste et de calcul des éphémérides,https://en.wikipedia.org/wiki/institut_de_mécanique_céleste_et_de_calcul_des_éphémérides
823,aviation archaeology,https://en.wikipedia.org/wiki/aviation_archaeology
824,claims to the first powered flight,https://en.wikipedia.org/wiki/claims_to_the_first_powered_flight
825,early flying machines,https://en.wikipedia.org/wiki/early_flying_machines
826,timeline of aviation,https://en.wikipedia.org/wiki/timeline_of_aviation
827,asia council,https://en.wikipedia.org/wiki/asia_council
828,chindia,https://en.wikipedia.org/wiki/chindia
829,shanghai cooperation organisation,https://en.wikipedia.org/wiki/shanghai_cooperation_organisation
830,regional comprehensive economic partnership,https://en.wikipedia.org/wiki/regional_comprehensive_economic_partnership
831,south asian association for regional cooperation,https://en.wikipedia.org/wiki/south_asian_association_for_regional_cooperation
832,chinese century,https://en.wikipedia.org/wiki/chinese_century
833,indian century,https://en.wikipedia.org/wiki/indian_century
834,pax sinica,https://en.wikipedia.org/wiki/pax_sinica
835,korean wave,https://en.wikipedia.org/wiki/korean_wave
836,china's peaceful rise,https://en.wikipedia.org/wiki/china's_peaceful_rise
837,four asian tigers,https://en.wikipedia.org/wiki/four_asian_tigers
838,tiger cub economies,https://en.wikipedia.org/wiki/tiger_cub_economies
839,pacific century,https://en.wikipedia.org/wiki/pacific_century
840,cool japan,https://en.wikipedia.org/wiki/cool_japan
841,taiwanese wave,https://en.wikipedia.org/wiki/taiwanese_wave
842,image:afi 03 2016 air-cobot in hangar.png,https://en.wikipedia.org/wiki/image:afi_03_2016_air-cobot_in_hangar.png
843,aircraft,https://en.wikipedia.org/wiki/aircraft
844,aircraft maintenance,https://en.wikipedia.org/wiki/aircraft_maintenance
845,air-cobot,https://en.wikipedia.org/wiki/air-cobot
846,european space operations centre,https://en.wikipedia.org/wiki/european_space_operations_centre
847,european space research and technology centre,https://en.wikipedia.org/wiki/european_space_research_and_technology_centre
848,european space astronomy centre,https://en.wikipedia.org/wiki/european_space_astronomy_centre
849,european astronaut centre,https://en.wikipedia.org/wiki/european_astronaut_centre
850,european centre for space applications and telecommunications,https://en.wikipedia.org/wiki/european_centre_for_space_applications_and_telecommunications
851,esa centre for earth observation,https://en.wikipedia.org/wiki/esa_centre_for_earth_observation
852,estrack,https://en.wikipedia.org/wiki/estrack
853,3rd foreign infantry regiment,https://en.wikipedia.org/wiki/3rd_foreign_infantry_regiment
854,direction générale de l'aviation civile,https://en.wikipedia.org/wiki/direction_générale_de_l'aviation_civile
855,construcciones aeronáuticas sa,https://en.wikipedia.org/wiki/construcciones_aeronáuticas_sa
856,bernard favre d'echallens,https://en.wikipedia.org/wiki/bernard_favre_d'echallens
857,thomson sa,https://en.wikipedia.org/wiki/thomson_sa
858,eads astrium space transportation,https://en.wikipedia.org/wiki/eads_astrium_space_transportation
859,aerospace industry in the united kingdom,https://en.wikipedia.org/wiki/aerospace_industry_in_the_united_kingdom
860,europa rocket,https://en.wikipedia.org/wiki/europa_rocket
861,united launch alliance,https://en.wikipedia.org/wiki/united_launch_alliance
862,international launch services,https://en.wikipedia.org/wiki/international_launch_services
863,antrix corporation,https://en.wikipedia.org/wiki/antrix_corporation
864,airbus training centre europe,https://en.wikipedia.org/wiki/airbus_training_centre_europe
865,airbus affair,https://en.wikipedia.org/wiki/airbus_affair
866,boeing,https://en.wikipedia.org/wiki/boeing
867,bombardier aerospace,https://en.wikipedia.org/wiki/bombardier_aerospace
868,comac,https://en.wikipedia.org/wiki/comac
869,competition between airbus and boeing,https://en.wikipedia.org/wiki/competition_between_airbus_and_boeing
870,competition in the regional jet market,https://en.wikipedia.org/wiki/competition_in_the_regional_jet_market
871,embraer,https://en.wikipedia.org/wiki/embraer
872,liebherr aerospace,https://en.wikipedia.org/wiki/liebherr_aerospace
873,united aircraft corporation,https://en.wikipedia.org/wiki/united_aircraft_corporation
874,indian space research organisation,https://en.wikipedia.org/wiki/indian_space_research_organisation
875,director general of the european space agency,https://en.wikipedia.org/wiki/director_general_of_the_european_space_agency
876,european launcher development organisation,https://en.wikipedia.org/wiki/european_launcher_development_organisation
877,european space research organisation,https://en.wikipedia.org/wiki/european_space_research_organisation
878,european integration,https://en.wikipedia.org/wiki/european_integration
879,eurospace,https://en.wikipedia.org/wiki/eurospace
880,agencies of the european union,https://en.wikipedia.org/wiki/agencies_of_the_european_union
881,space policy of the european union,https://en.wikipedia.org/wiki/space_policy_of_the_european_union
882,european union agency for the space programme,https://en.wikipedia.org/wiki/european_union_agency_for_the_space_programme
883,directorate-general for defence industry and space,https://en.wikipedia.org/wiki/directorate-general_for_defence_industry_and_space
884,enhanced co-operation,https://en.wikipedia.org/wiki/enhanced_co-operation
885,birefringence,https://en.wikipedia.org/wiki/birefringence
886,circular polarization,https://en.wikipedia.org/wiki/circular_polarization
887,diffraction,https://en.wikipedia.org/wiki/diffraction
888,elliptical polarization,https://en.wikipedia.org/wiki/elliptical_polarization
889,fresnel (unit of frequency),https://en.wikipedia.org/wiki/fresnel_(unit_of_frequency)
890,fresnel–arago laws,https://en.wikipedia.org/wiki/fresnel–arago_laws
891,fresnel equations,https://en.wikipedia.org/wiki/fresnel_equations
892,fresnel imager,https://en.wikipedia.org/wiki/fresnel_imager
893,fresnel integral,https://en.wikipedia.org/wiki/fresnel_integral
894,fresnel lantern,https://en.wikipedia.org/wiki/fresnel_lantern
895,fresnel lens,https://en.wikipedia.org/wiki/fresnel_lens
896,fresnel number,https://en.wikipedia.org/wiki/fresnel_number
897,fresnel rhomb,https://en.wikipedia.org/wiki/fresnel_rhomb
898,fresnel zone,https://en.wikipedia.org/wiki/fresnel_zone
899,fresnel zone antenna,https://en.wikipedia.org/wiki/fresnel_zone_antenna
900,zone plate,https://en.wikipedia.org/wiki/zone_plate
901,huygens–fresnel principle,https://en.wikipedia.org/wiki/huygens–fresnel_principle
902,linear polarization,https://en.wikipedia.org/wiki/linear_polarization
903,optical rotation,https://en.wikipedia.org/wiki/optical_rotation
904,phasor,https://en.wikipedia.org/wiki/phasor
905,physical optics,https://en.wikipedia.org/wiki/physical_optics
906,arago spot,https://en.wikipedia.org/wiki/arago_spot
907,polarization (waves),https://en.wikipedia.org/wiki/polarization_(waves)
908,ridged mirror,https://en.wikipedia.org/wiki/ridged_mirror
909,the works of antonin mercié,https://en.wikipedia.org/wiki/the_works_of_antonin_mercié
910,history of the metre,https://en.wikipedia.org/wiki/history_of_the_metre
911,seconds pendulum,https://en.wikipedia.org/wiki/seconds_pendulum
912,laplace–bayes estimator,https://en.wikipedia.org/wiki/laplace–bayes_estimator
913,ratio estimator,https://en.wikipedia.org/wiki/ratio_estimator
914,robert h. goddard,https://en.wikipedia.org/wiki/robert_h._goddard
915,automated teller machine,https://en.wikipedia.org/wiki/automated_teller_machine
916,cyber spying,https://en.wikipedia.org/wiki/cyber_spying
917,cyber-arms industry,https://en.wikipedia.org/wiki/cyber-arms_industry
918,cyber-collection,https://en.wikipedia.org/wiki/cyber-collection
919,cyberterrorism,https://en.wikipedia.org/wiki/cyberterrorism
920,duqu,https://en.wikipedia.org/wiki/duqu
921,fifth dimension operations,https://en.wikipedia.org/wiki/fifth_dimension_operations
922,it risk,https://en.wikipedia.org/wiki/it_risk
923,iwar,https://en.wikipedia.org/wiki/iwar
924,penetration test,https://en.wikipedia.org/wiki/penetration_test
925,proactive cyber defence,https://en.wikipedia.org/wiki/proactive_cyber_defence
926,signals intelligence,https://en.wikipedia.org/wiki/signals_intelligence
927,united states cyber command,https://en.wikipedia.org/wiki/united_states_cyber_command
928,twenty-fourth air force,https://en.wikipedia.org/wiki/twenty-fourth_air_force
929,united states tenth fleet,https://en.wikipedia.org/wiki/united_states_tenth_fleet
930,marine corps cyberspace command,https://en.wikipedia.org/wiki/marine_corps_cyberspace_command
931,united states army cyber command,https://en.wikipedia.org/wiki/united_states_army_cyber_command
932,virtual war,https://en.wikipedia.org/wiki/virtual_war
933,active seti,https://en.wikipedia.org/wiki/active_seti
934,potential cultural impact of extraterrestrial contact,https://en.wikipedia.org/wiki/potential_cultural_impact_of_extraterrestrial_contact
935,seti,https://en.wikipedia.org/wiki/seti
936,nuclear powers,https://en.wikipedia.org/wiki/nuclear_powers
937,anti-ballistic missile,https://en.wikipedia.org/wiki/anti-ballistic_missile
938,ballistic missile defense organization,https://en.wikipedia.org/wiki/ballistic_missile_defense_organization
939,directed-energy weapon,https://en.wikipedia.org/wiki/directed-energy_weapon
940,zenith star,https://en.wikipedia.org/wiki/zenith_star
941,ground-based midcourse defense,https://en.wikipedia.org/wiki/ground-based_midcourse_defense
942,international conference of laser applications,https://en.wikipedia.org/wiki/international_conference_of_laser_applications
943,missile defense agency,https://en.wikipedia.org/wiki/missile_defense_agency
944,missile defense systems by country,https://en.wikipedia.org/wiki/missile_defense_systems_by_country
945,polyus (spacecraft),https://en.wikipedia.org/wiki/polyus_(spacecraft)
946,rockwell x-30,https://en.wikipedia.org/wiki/rockwell_x-30
947,thaad,https://en.wikipedia.org/wiki/thaad
948,united states national missile defense,https://en.wikipedia.org/wiki/united_states_national_missile_defense
949,united states space force,https://en.wikipedia.org/wiki/united_states_space_force
950,laser weapon,https://en.wikipedia.org/wiki/laser_weapon
951,astronomy and christianity,https://en.wikipedia.org/wiki/astronomy_and_christianity
952,relationship between religion and science,https://en.wikipedia.org/wiki/relationship_between_religion_and_science
953,history of astronomy,https://en.wikipedia.org/wiki/history_of_astronomy
954,hebrew astronomy,https://en.wikipedia.org/wiki/hebrew_astronomy
955,astronomy in the medieval islamic world,https://en.wikipedia.org/wiki/astronomy_in_the_medieval_islamic_world
956,absolute war,https://en.wikipedia.org/wiki/absolute_war
957,appeasement,https://en.wikipedia.org/wiki/appeasement
958,balance of terror,https://en.wikipedia.org/wiki/balance_of_terror
959,counterforce,https://en.wikipedia.org/wiki/counterforce
960,moral equivalence,https://en.wikipedia.org/wiki/moral_equivalence
961,nuclear winter,https://en.wikipedia.org/wiki/nuclear_winter
962,nuclear missile defense,https://en.wikipedia.org/wiki/nuclear_missile_defense
963,nuclear holocaust,https://en.wikipedia.org/wiki/nuclear_holocaust
964,nuclear peace,https://en.wikipedia.org/wiki/nuclear_peace
965,nuclear strategy,https://en.wikipedia.org/wiki/nuclear_strategy
966,pyrrhic victory,https://en.wikipedia.org/wiki/pyrrhic_victory
967,rational choice theory,https://en.wikipedia.org/wiki/rational_choice_theory
968,weapon of mass destruction,https://en.wikipedia.org/wiki/weapon_of_mass_destruction
969,exoatmospheric kill vehicle,https://en.wikipedia.org/wiki/exoatmospheric_kill_vehicle
970,projectile,https://en.wikipedia.org/wiki/projectile
971,multiple kill vehicle,https://en.wikipedia.org/wiki/multiple_kill_vehicle
972,high-altitude nuclear explosion,https://en.wikipedia.org/wiki/high-altitude_nuclear_explosion
973,kármán line,https://en.wikipedia.org/wiki/kármán_line
974,lunar flag assembly,https://en.wikipedia.org/wiki/lunar_flag_assembly
975,space act of 2015,https://en.wikipedia.org/wiki/space_act_of_2015
976,surface-to-surface missile,https://en.wikipedia.org/wiki/surface-to-surface_missile
977,weapons of mass destruction,https://en.wikipedia.org/wiki/weapons_of_mass_destruction
978,nato reporting name,https://en.wikipedia.org/wiki/nato_reporting_name
979,payload,https://en.wikipedia.org/wiki/payload
980,multiple independently targetable reentry vehicle,https://en.wikipedia.org/wiki/multiple_independently_targetable_reentry_vehicle
981,operation argus,https://en.wikipedia.org/wiki/operation_argus
982,operation fishbowl,https://en.wikipedia.org/wiki/operation_fishbowl
983,partial test ban treaty,https://en.wikipedia.org/wiki/partial_test_ban_treaty
984,project highwater,https://en.wikipedia.org/wiki/project_highwater
985,soviet project k nuclear tests,https://en.wikipedia.org/wiki/soviet_project_k_nuclear_tests
986,yekaterinburg fireball,https://en.wikipedia.org/wiki/yekaterinburg_fireball
987,gladys west,https://en.wikipedia.org/wiki/gladys_west
988,gps/ins,https://en.wikipedia.org/wiki/gps/ins
989,gps navigation software,https://en.wikipedia.org/wiki/gps_navigation_software
990,gps navigation device,https://en.wikipedia.org/wiki/gps_navigation_device
991,gps spoofing,https://en.wikipedia.org/wiki/gps_spoofing
992,gps signals,https://en.wikipedia.org/wiki/gps_signals
993,indoor positioning system,https://en.wikipedia.org/wiki/indoor_positioning_system
994,local area augmentation system,https://en.wikipedia.org/wiki/local_area_augmentation_system
995,local positioning system,https://en.wikipedia.org/wiki/local_positioning_system
996,military invention,https://en.wikipedia.org/wiki/military_invention
997,mobile phone tracking,https://en.wikipedia.org/wiki/mobile_phone_tracking
998,navigation paradox,https://en.wikipedia.org/wiki/navigation_paradox
999,notice advisory to navstar users,https://en.wikipedia.org/wiki/notice_advisory_to_navstar_users
1000,s-gps,https://en.wikipedia.org/wiki/s-gps
1001,trilateration,https://en.wikipedia.org/wiki/trilateration
1002,waas,https://en.wikipedia.org/wiki/waas
1003,defense support program,https://en.wikipedia.org/wiki/defense_support_program
1004,european union satellite centre,https://en.wikipedia.org/wiki/european_union_satellite_centre
1005,national reconnaissance office,https://en.wikipedia.org/wiki/national_reconnaissance_office
1006,satcom on the move,https://en.wikipedia.org/wiki/satcom_on_the_move
1007,able archer 83,https://en.wikipedia.org/wiki/able_archer_83
1008,deutschland 83,https://en.wikipedia.org/wiki/deutschland_83
1009,warsaw pact early warning indicator project,https://en.wikipedia.org/wiki/warsaw_pact_early_warning_indicator_project
1010,timeline of russian innovation,https://en.wikipedia.org/wiki/timeline_of_russian_innovation
1011,wp:seealso,https://en.wikipedia.org/wiki/wp:seealso
1012,kessler syndrome,https://en.wikipedia.org/wiki/kessler_syndrome
1013,ablation,https://en.wikipedia.org/wiki/ablation
1014,concrete bomb,https://en.wikipedia.org/wiki/concrete_bomb
1015,kinetic energy penetrator,https://en.wikipedia.org/wiki/kinetic_energy_penetrator
1016,prompt global strike,https://en.wikipedia.org/wiki/prompt_global_strike
1017,railgun,https://en.wikipedia.org/wiki/railgun
1018,brilliant pebbles,https://en.wikipedia.org/wiki/brilliant_pebbles
1019,flechette,https://en.wikipedia.org/wiki/flechette
1020,fractional orbital bombardment system,https://en.wikipedia.org/wiki/fractional_orbital_bombardment_system
1021,space stations and habitats in fiction,https://en.wikipedia.org/wiki/space_stations_and_habitats_in_fiction
1022,astrobotany,https://en.wikipedia.org/wiki/astrobotany
1023,circumstellar habitable zone,https://en.wikipedia.org/wiki/circumstellar_habitable_zone
1024,darwin (spacecraft),https://en.wikipedia.org/wiki/darwin_(spacecraft)
1025,earth analog,https://en.wikipedia.org/wiki/earth_analog
1026,exoplanet,https://en.wikipedia.org/wiki/exoplanet
1027,exoplanetology,https://en.wikipedia.org/wiki/exoplanetology
1028,habitability of natural satellites,https://en.wikipedia.org/wiki/habitability_of_natural_satellites
1029,habitable planets for man,https://en.wikipedia.org/wiki/habitable_planets_for_man
1030,neocatastrophism,https://en.wikipedia.org/wiki/neocatastrophism
1031,rare earth hypothesis,https://en.wikipedia.org/wiki/rare_earth_hypothesis
1032,superhabitable planet,https://en.wikipedia.org/wiki/superhabitable_planet
1033,international lunar exploration working group,https://en.wikipedia.org/wiki/international_lunar_exploration_working_group
1034,lunar resources,https://en.wikipedia.org/wiki/lunar_resources
1035,biocontainment,https://en.wikipedia.org/wiki/biocontainment
1036,biological hazard,https://en.wikipedia.org/wiki/biological_hazard
1037,mars sample-return mission,https://en.wikipedia.org/wiki/mars_sample-return_mission
1038,planetary geology,https://en.wikipedia.org/wiki/planetary_geology
1039,safety engineering,https://en.wikipedia.org/wiki/safety_engineering
1040,select agent,https://en.wikipedia.org/wiki/select_agent
1041,antinatalism,https://en.wikipedia.org/wiki/antinatalism
1042,deep ecology,https://en.wikipedia.org/wiki/deep_ecology
1043,doomsday argument,https://en.wikipedia.org/wiki/doomsday_argument
1044,doomsday clock,https://en.wikipedia.org/wiki/doomsday_clock
1045,ecocide,https://en.wikipedia.org/wiki/ecocide
1046,end time,https://en.wikipedia.org/wiki/end_time
1047,extinction event,https://en.wikipedia.org/wiki/extinction_event
1048,extinction rebellion,https://en.wikipedia.org/wiki/extinction_rebellion
1049,great filter,https://en.wikipedia.org/wiki/great_filter
1050,holocene extinction,https://en.wikipedia.org/wiki/holocene_extinction
1051,life after people,https://en.wikipedia.org/wiki/life_after_people
1052,toba catastrophe theory,https://en.wikipedia.org/wiki/toba_catastrophe_theory
1053,voluntary human extinction movement,https://en.wikipedia.org/wiki/voluntary_human_extinction_movement
1054,global warming,https://en.wikipedia.org/wiki/global_warming
1055,apocalyptic and post-apocalyptic fiction,https://en.wikipedia.org/wiki/apocalyptic_and_post-apocalyptic_fiction
1056,artificial intelligence arms race,https://en.wikipedia.org/wiki/artificial_intelligence_arms_race
1057,cataclysmic pole shift hypothesis,https://en.wikipedia.org/wiki/cataclysmic_pole_shift_hypothesis
1058,community resilience,https://en.wikipedia.org/wiki/community_resilience
1059,degeneration,https://en.wikipedia.org/wiki/degeneration
1060,eschatology,https://en.wikipedia.org/wiki/eschatology
1061,extreme risk,https://en.wikipedia.org/wiki/extreme_risk
1062,fermi paradox,https://en.wikipedia.org/wiki/fermi_paradox
1063,foresight (psychology),https://en.wikipedia.org/wiki/foresight_(psychology)
1064,future of the earth,https://en.wikipedia.org/wiki/future_of_the_earth
1065,future of the solar system,https://en.wikipedia.org/wiki/future_of_the_solar_system
1066,global issue,https://en.wikipedia.org/wiki/global_issue
1067,global risks report,https://en.wikipedia.org/wiki/global_risks_report
1068,impact event,https://en.wikipedia.org/wiki/impact_event
1069,outside context problem,https://en.wikipedia.org/wiki/outside_context_problem
1070,planetary boundaries,https://en.wikipedia.org/wiki/planetary_boundaries
1071,rare events,https://en.wikipedia.org/wiki/rare_events
1072,survivalism,https://en.wikipedia.org/wiki/survivalism
1073,timeline of the far future,https://en.wikipedia.org/wiki/timeline_of_the_far_future
1074,ultimate fate of the universe,https://en.wikipedia.org/wiki/ultimate_fate_of_the_universe
1075,the sixth extinction (book),https://en.wikipedia.org/wiki/the_sixth_extinction_(book)
1076,world scientists' warning to humanity,https://en.wikipedia.org/wiki/world_scientists'_warning_to_humanity
1077,x-ray telescope,https://en.wikipedia.org/wiki/x-ray_telescope
1078,balloons for x-ray astronomy,https://en.wikipedia.org/wiki/balloons_for_x-ray_astronomy
1079,timeline of telescope technology,https://en.wikipedia.org/wiki/timeline_of_telescope_technology
1080,extremely large telescope,https://en.wikipedia.org/wiki/extremely_large_telescope
1081,earth observation,https://en.wikipedia.org/wiki/earth_observation
1082,earth observation satellites transmission frequencies,https://en.wikipedia.org/wiki/earth_observation_satellites_transmission_frequencies
1083,earth observing system,https://en.wikipedia.org/wiki/earth_observing_system
1084,climate of mars,https://en.wikipedia.org/wiki/climate_of_mars
1085,spacex mars transportation infrastructure,https://en.wikipedia.org/wiki/spacex_mars_transportation_infrastructure
1086,mars desert research station,https://en.wikipedia.org/wiki/mars_desert_research_station
1087,mars habitat,https://en.wikipedia.org/wiki/mars_habitat
1088,martian soil,https://en.wikipedia.org/wiki/martian_soil
1089,water on mars,https://en.wikipedia.org/wiki/water_on_mars
1090,equatorial room,https://en.wikipedia.org/wiki/equatorial_room
1091,fundamental station,https://en.wikipedia.org/wiki/fundamental_station
1092,ground station,https://en.wikipedia.org/wiki/ground_station
1093,observatory street,https://en.wikipedia.org/wiki/observatory_street
1094,science tourism,https://en.wikipedia.org/wiki/science_tourism
1095,telescope,https://en.wikipedia.org/wiki/telescope
1096,weather forecasting,https://en.wikipedia.org/wiki/weather_forecasting
1097,lunar architecture (nasa),https://en.wikipedia.org/wiki/lunar_architecture_(nasa)
1098,terraforming of venus,https://en.wikipedia.org/wiki/terraforming_of_venus
1099,manned mission to mars,https://en.wikipedia.org/wiki/manned_mission_to_mars
1100,mars exploration,https://en.wikipedia.org/wiki/mars_exploration
1101,the millennial project: colonizing the galaxy in eight easy steps,https://en.wikipedia.org/wiki/the_millennial_project:_colonizing_the_galaxy_in_eight_easy_steps
1102,marshall savage,https://en.wikipedia.org/wiki/marshall_savage
1103,"mining the sky: untold riches from the asteroids, comets, and planets","https://en.wikipedia.org/wiki/mining_the_sky:_untold_riches_from_the_asteroids,_comets,_and_planets"
1104,john s. lewis,https://en.wikipedia.org/wiki/john_s._lewis
1105,engines of creation,https://en.wikipedia.org/wiki/engines_of_creation
1106,molecular nanotechnology,https://en.wikipedia.org/wiki/molecular_nanotechnology
1107,k. eric drexler,https://en.wikipedia.org/wiki/k._eric_drexler
1108,the high frontier: human colonies in space,https://en.wikipedia.org/wiki/the_high_frontier:_human_colonies_in_space
1109,gerard k. o'neill,https://en.wikipedia.org/wiki/gerard_k._o'neill
1110,microgravity university,https://en.wikipedia.org/wiki/microgravity_university
1111,mars-500,https://en.wikipedia.org/wiki/mars-500
1112,australia mars analog research station,https://en.wikipedia.org/wiki/australia_mars_analog_research_station
1113,biosphere 2,https://en.wikipedia.org/wiki/biosphere_2
1114,european mars analog research station,https://en.wikipedia.org/wiki/european_mars_analog_research_station
1115,mars analogue research station program,https://en.wikipedia.org/wiki/mars_analogue_research_station_program
1116,present day mars habitability analogue environments on earth,https://en.wikipedia.org/wiki/present_day_mars_habitability_analogue_environments_on_earth
1117,delta-v budget,https://en.wikipedia.org/wiki/delta-v_budget
1118,mars design reference mission,https://en.wikipedia.org/wiki/mars_design_reference_mission
1119,anthony zuppero,https://en.wikipedia.org/wiki/anthony_zuppero
1120,david criswell,https://en.wikipedia.org/wiki/david_criswell
1121,direct reduced iron,https://en.wikipedia.org/wiki/direct_reduced_iron
1122,lunarcrete,https://en.wikipedia.org/wiki/lunarcrete
1123,planetary protection,https://en.wikipedia.org/wiki/planetary_protection
1124,propellant depot,https://en.wikipedia.org/wiki/propellant_depot
1125,propulsive fluid accumulator,https://en.wikipedia.org/wiki/propulsive_fluid_accumulator
1126,deep space industries,https://en.wikipedia.org/wiki/deep_space_industries
1127,asteroid capture,https://en.wikipedia.org/wiki/asteroid_capture
1128,near earth asteroid prospector,https://en.wikipedia.org/wiki/near_earth_asteroid_prospector
1129,sample-return mission,https://en.wikipedia.org/wiki/sample-return_mission
1130,space-based economy,https://en.wikipedia.org/wiki/space-based_economy
1131,spacedev,https://en.wikipedia.org/wiki/spacedev
1132,world is not enough (spacecraft propulsion),https://en.wikipedia.org/wiki/world_is_not_enough_(spacecraft_propulsion)
1133,electromagnetic radiation and health,https://en.wikipedia.org/wiki/electromagnetic_radiation_and_health
1134,background radiation,https://en.wikipedia.org/wiki/background_radiation
1135,lagrange point colonization,https://en.wikipedia.org/wiki/lagrange_point_colonization
1136,magnetosphere,https://en.wikipedia.org/wiki/magnetosphere
1137,nasa space radiation laboratory,https://en.wikipedia.org/wiki/nasa_space_radiation_laboratory
1138,proton,https://en.wikipedia.org/wiki/proton
1139,solar flare,https://en.wikipedia.org/wiki/solar_flare
1140,solar proton event,https://en.wikipedia.org/wiki/solar_proton_event
1141,solar wind,https://en.wikipedia.org/wiki/solar_wind
1142,van allen belt,https://en.wikipedia.org/wiki/van_allen_belt
1143,astronomical engineering,https://en.wikipedia.org/wiki/astronomical_engineering
1144,clarke's three laws,https://en.wikipedia.org/wiki/clarke's_three_laws
1145,drake equation,https://en.wikipedia.org/wiki/drake_equation
1146,gerhard lenski,https://en.wikipedia.org/wiki/gerhard_lenski
1147,hd 164595,https://en.wikipedia.org/wiki/hd_164595
1148,kic 8462852,https://en.wikipedia.org/wiki/kic_8462852
1149,orders of magnitude (energy),https://en.wikipedia.org/wiki/orders_of_magnitude_(energy)
1150,orders of magnitude (power),https://en.wikipedia.org/wiki/orders_of_magnitude_(power)
1151,white's law,https://en.wikipedia.org/wiki/white's_law
1152,world energy consumption,https://en.wikipedia.org/wiki/world_energy_consumption
1153,space flight simulation game,https://en.wikipedia.org/wiki/space_flight_simulation_game
1154,satellite tool kit,https://en.wikipedia.org/wiki/satellite_tool_kit
1155,kerbal space program,https://en.wikipedia.org/wiki/kerbal_space_program
1156,microsoft space simulator,https://en.wikipedia.org/wiki/microsoft_space_simulator
1157,celestia,https://en.wikipedia.org/wiki/celestia
1158,spaceengine,https://en.wikipedia.org/wiki/spaceengine
1159,faster-than-light,https://en.wikipedia.org/wiki/faster-than-light
1160,hyperspace (science fiction),https://en.wikipedia.org/wiki/hyperspace_(science_fiction)
1161,jump drive,https://en.wikipedia.org/wiki/jump_drive
1162,starship,https://en.wikipedia.org/wiki/starship
1163,wormhole,https://en.wikipedia.org/wiki/wormhole
1164,mind uploading in fiction,https://en.wikipedia.org/wiki/mind_uploading_in_fiction
1165,age of em,https://en.wikipedia.org/wiki/age_of_em
1166,brain initiative,https://en.wikipedia.org/wiki/brain_initiative
1167,brain transplant,https://en.wikipedia.org/wiki/brain_transplant
1168,brain-reading,https://en.wikipedia.org/wiki/brain-reading
1169,cyborg,https://en.wikipedia.org/wiki/cyborg
1170,cylon (reimagining),https://en.wikipedia.org/wiki/cylon_(reimagining)
1171,democratic transhumanism,https://en.wikipedia.org/wiki/democratic_transhumanism
1172,human brain project,https://en.wikipedia.org/wiki/human_brain_project
1173,isolated brain,https://en.wikipedia.org/wiki/isolated_brain
