,source,target
2076,255,1367
2077,255,1368
2078,255,1369
2079,255,1370
2080,255,1371
2081,256,1372
2082,256,258
2083,256,1373
2084,256,643
2085,256,1374
2086,256,1375
2087,256,1376
2088,256,1377
2089,256,1378
2090,256,1379
2091,256,1380
2092,256,1381
2093,256,1382
2094,257,1383
2095,257,1384
2096,257,1385
2097,257,1386
2098,257,1387
2099,257,1388
2100,257,1389
2101,257,1390
2102,257,1391
2103,258,1392
2104,258,1393
2105,258,1394
2106,258,1395
2107,259,1396
2108,259,1397
2109,259,1398
2110,259,258
2111,259,262
2112,259,1399
2113,259,254
2114,259,1400
2115,259,1401
2116,259,256
2117,260,1402
2118,260,1403
2119,260,516
2120,260,1404
2121,260,1405
2122,260,1406
2123,260,1407
2124,260,1408
2125,260,1409
2126,260,1410
2127,260,1411
2128,260,1412
2129,260,1413
2130,260,1414
2131,260,1415
2132,261,1416
2133,261,1417
2134,262,1383
2135,262,1418
2136,262,1419
2137,262,1420
2138,262,1421
2139,262,1422
2140,262,1423
2141,262,1424
2142,262,1425
2143,262,1426
2144,262,1427
2145,262,1428
2146,262,1429
2147,263,1430
2148,263,1431
2149,263,1432
2150,263,1433
2151,263,1434
2152,263,1435
2153,263,1436
2154,263,1437
2155,263,1438
2156,264,1430
2157,264,1431
2158,264,1432
2159,264,1433
2160,264,1434
2161,264,1435
2162,264,1436
2163,264,1437
2164,264,1438
2165,265,1439
2166,265,1440
2167,266,271
2168,266,273
2169,267,1441
2170,267,1442
2171,267,1443
2172,267,1444
2173,267,1445
2174,267,1446
2175,267,1447
2176,267,1448
2177,267,1449
2178,267,1450
2179,268,1451
2180,268,1452
2181,268,1453
2182,268,1454
2183,268,1455
2184,268,1456
2185,268,1457
2186,268,270
2187,268,273
2188,268,1458
2189,268,1459
2190,268,1460
2191,268,1461
2192,268,1462
2193,269,1463
2194,269,1464
2195,269,1465
2196,269,1466
2197,269,1467
2198,269,1468
2199,269,1469
2200,269,1470
2201,269,1471
2202,269,1472
2203,269,1473
2204,269,1474
2205,269,1152
2206,270,1475
2207,270,1476
2208,270,1477
2209,270,1478
2210,270,1479
2211,270,1480
2212,270,1481
2213,270,1482
2214,270,1483
2215,270,1484
2216,270,1485
2217,270,1486
2218,270,1487
2219,270,1488
2220,270,1489
2221,270,1490
2222,270,1491
2223,270,1492
2224,270,1493
2225,270,1494
2226,270,1495
2227,270,268
2228,271,1496
2229,271,1497
2230,271,274
2231,271,270
2232,271,266
2233,271,1498
2234,271,1499
2235,271,1500
2236,271,1501
2237,271,1502
2238,271,1488
2239,271,1487
2240,272,1503
2241,272,1504
2242,272,1505
2243,272,1506
2244,272,1507
2245,272,1508
2246,272,1509
2247,272,1510
2248,272,1511
2249,272,1512
2250,272,1513
2251,272,1514
2252,272,1515
2253,272,1516
2254,272,1517
2255,272,1518
2256,272,1467
2257,272,1519
2258,272,1520
2259,272,1521
2260,272,1522
2261,272,1523
2262,272,1524
2263,272,1525
2264,273,1526
2265,273,1527
2266,273,1528
2267,273,1529
2268,273,1530
2269,273,1505
2270,273,1531
2271,273,1532
2272,273,1533
2273,273,1534
2274,273,1535
2275,273,1536
2276,273,266
2277,273,1537
2278,273,1538
2279,273,1152
2280,274,1539
2281,274,1540
2282,274,1541
2283,274,1535
2284,274,1542
2285,274,1543
2286,274,1544
2287,274,1545
2288,274,1546
2289,274,1547
2290,274,1548
2291,275,1549
2292,275,1278
2293,275,1550
2294,275,85
2295,275,1551
2296,275,1552
2297,276,1553
2298,276,1554
2299,276,1555
2300,276,1556
2301,276,1557
2302,277,1558
2303,277,1559
2304,277,1560
2305,277,1561
2306,277,736
2307,278,92
2308,278,194
2309,278,1562
2310,278,445
2311,278,637
2312,278,1563
2313,278,1122
2314,278,1564
2315,278,1034
2316,278,1565
2317,278,1323
2318,278,1566
2319,278,80
2320,278,171
2321,278,36
2322,278,224
2323,279,1567
2324,279,1568
2325,279,1569
2326,279,504
2327,279,1570
2328,279,1571
2329,279,1572
2330,279,1573
2331,279,1249
2332,279,1574
2333,280,586
2334,280,36
2335,280,37
2336,280,83
2337,281,90
2338,281,637
2339,281,1034
2340,281,625
2341,282,1575
2342,282,1576
2343,282,1577
2344,282,1578
2345,282,1579
2346,282,1580
2347,282,1581
2348,282,1582
2349,282,1583
2350,282,1584
2351,282,1585
2352,282,1586
2353,282,1587
2354,282,1588
2355,283,1589
2356,284,1590
2357,284,1591
2358,284,1592
2359,284,1593
2360,284,1594
2361,284,1595
2362,284,1596
2363,284,1597
2364,284,1598
2365,284,1599
2366,284,1600
2367,284,1601
2368,284,1602
2369,284,287
2370,284,1603
2371,284,1604
2372,284,1605
2373,284,1606
2374,284,1607
2375,284,1608
2376,284,1609
2377,284,1610
2378,284,94
2379,284,1611
2380,285,437
2381,285,1612
2382,285,1613
2383,285,654
2384,285,1614
2385,285,1615
2386,285,1616
2387,285,1617
2388,285,1618
2389,285,1619
2390,286,94
2391,286,1620
2392,287,1621
2393,287,1622
2394,287,1590
2395,287,1623
2396,287,1593
2397,287,1624
2398,287,1595
2399,287,284
2400,287,1597
2401,287,1625
2402,287,1626
2403,287,1627
2404,287,1177
2405,287,94
2406,287,1628
2407,287,1629
2408,287,1630
2409,288,91
2410,288,1631
2411,289,1256
2412,290,1632
2413,290,1633
2414,290,197
2415,290,1634
2416,290,1635
2417,291,1636
2418,291,364
2419,291,91
2420,291,1637
2421,291,1638
2422,291,1639
2423,291,34
2424,291,1640
2425,291,75
2426,292,1641
2427,292,1642
2428,292,91
2429,292,1643
2430,293,186
2431,293,1644
2432,293,91
2433,293,1645
2434,293,1646
2435,293,671
2436,293,96
2437,293,442
2438,294,1112
2439,294,1113
2440,294,1084
2441,294,91
2442,294,1114
2443,294,10
2444,294,190
2445,294,248
2446,294,1115
2447,294,1086
2448,294,1087
2449,294,243
2450,294,83
2451,294,1116
2452,295,1647
2453,295,300
2454,295,301
2455,295,291
2456,295,293
2457,295,34
2458,295,290
2459,295,288
2460,295,753
2461,296,1648
2462,296,1649
2463,296,1650
2464,296,1651
2465,296,1652
2466,296,1653
2467,296,1654
2468,296,1655
2469,296,1656
2470,296,1657
2471,296,1658
2472,296,1635
2473,296,1659
2474,296,1660
2475,296,1661
2476,296,1662
2477,297,1663
2478,297,1664
2479,297,1665
2480,297,1666
2481,298,383
2482,298,1667
2483,298,1668
2484,298,1669
2485,298,1670
2486,298,79
2487,299,90
2488,299,1671
2489,299,309
2490,299,310
2491,299,93
2492,299,1672
2493,299,1673
2494,299,1278
2495,300,442
2496,300,1674
2497,300,1675
2498,300,1676
2499,300,1256
2500,300,1677
2501,301,1678
2502,302,1679
2503,302,337
2504,302,442
2505,302,1680
2506,302,93
2507,303,172
2508,303,1681
2509,303,1682
2510,303,183
2511,303,370
2512,303,1334
2513,303,1683
2514,303,1684
2515,303,861
2516,303,1685
2517,303,1686
2518,304,90
2519,304,1671
2520,304,309
2521,304,310
2522,304,93
2523,304,1672
2524,304,1673
2525,304,1278
2526,305,1687
2527,305,933
2528,305,1688
2529,305,1022
2530,305,1689
2531,305,1690
2532,305,1691
2533,305,1692
2534,305,1027
2535,305,1340
2536,305,173
2537,305,1693
2538,305,1341
2539,305,1694
2540,305,171
2541,305,1123
2542,305,1695
2543,306,93
2544,306,83
2545,307,1696
2546,307,1279
2547,307,1282
2548,307,80
2549,308,1679
2550,308,1697
2551,308,1698
2552,308,1671
2553,308,1699
2554,308,1700
2555,309,1701
2556,309,1702
2557,309,1703
2558,309,311
2559,309,1704
2560,309,788
2561,309,1705
2562,309,1706
2563,309,1707
2564,309,374
2565,309,338
2566,310,788
2567,310,522
2568,310,1708
2569,310,323
2570,310,799
2571,310,1709
2572,311,788
2573,311,522
2574,311,1704
2575,311,1710
2576,311,1711
2577,311,1701
2578,311,1712
2579,312,1281
2580,312,1713
2581,312,1714
2582,313,98
2583,314,1715
2584,314,1
2585,314,326
2586,314,98
2587,314,1716
2588,314,1717
2589,315,1718
2590,315,1719
2591,315,1720
2592,315,1721
2593,315,1722
2594,315,1723
2595,316,336
2596,316,318
2597,316,315
2598,316,1724
2599,316,1725
2600,316,98
2601,316,1726
2602,317,1727
2603,317,1728
2604,317,1729
2605,317,1280
2606,317,1730
2607,317,1281
2608,317,1731
2609,317,1732
2610,317,1733
2611,317,946
2612,317,780
2613,317,1734
2614,317,670
2615,317,9
2616,317,1735
2617,317,1736
2618,317,312
2619,317,1737
2620,318,315
2621,318,1719
2622,318,1738
2623,318,1739
2624,318,1740
2625,319,1741
2626,319,336
2627,319,1723
2628,319,1713
2629,319,1742
2630,319,337
2631,319,1743
2632,320,1744
2633,320,1745
2634,320,311
2635,320,1746
2636,320,1747
2637,320,1748
2638,320,1749
2639,320,1750
2640,320,1751
2641,320,1752
2642,320,1753
2643,320,1754
2644,321,1153
2645,321,1154
2646,321,1155
2647,321,1156
2648,321,1157
2649,321,1158
2650,322,1755
2651,322,1756
2652,322,1757
2653,322,1758
2654,323,1712
2655,324,1759
2656,324,1760
2657,324,1761
2658,324,1762
2659,324,1763
2660,324,1764
2661,324,98
2662,324,1765
2663,325,1766
2664,325,98
2665,325,1767
2666,326,1768
2667,326,219
2668,326,350
2669,326,353
2670,326,1769
2671,326,1770
2672,326,1256
2673,326,1640
2674,326,337
2675,326,1771
2676,327,1772
2677,328,98
2678,329,1620
2679,329,1773
2680,329,1774
2681,330,97
2682,330,49
2683,330,1775
2684,330,1776
2685,330,14
2686,330,1777
2687,331,97
2688,331,1778
2689,331,1779
2690,331,1780
2691,332,1781
2692,332,1782
2693,332,289
2694,332,1674
2695,332,1639
2696,332,340
2697,333,1783
2698,333,1784
2699,333,1770
2700,333,329
2701,333,1785
2702,334,95
2703,334,1786
2704,334,1787
2705,334,27
2706,334,1788
2707,334,1789
2708,334,22
2709,335,340
2710,335,1790
2711,335,1791
2712,336,1792
2713,336,1793
2714,336,98
2715,337,1794
2716,337,219
2717,337,1795
2718,337,1746
2719,337,1796
2720,337,1797
2721,337,1798
2722,337,1711
2723,337,1700
2724,337,1799
2725,337,336
2726,337,1800
2727,337,1801
2728,337,1723
2729,337,1701
2730,337,1802
2731,337,316
2732,337,1718
2733,337,1729
2734,337,311
2735,337,1803
2736,337,1804
2737,337,1713
2738,337,1281
2739,338,1805
2740,338,1806
2741,338,1807
2742,338,366
2743,338,1808
2744,338,1809
2745,338,1810
2746,338,1811
2747,338,1703
2748,338,425
2749,338,1812
2750,339,1813
2751,340,1328
2752,340,1256
2753,341,452
2754,341,51
2755,341,52
2756,341,50
2757,341,453
2758,342,97
2759,342,1814
2760,342,1815
2761,342,1816
2762,342,1817
2763,342,96
2764,342,1673
2765,342,435
2766,342,1818
2767,343,1819
2768,343,1820
2769,343,1821
2770,343,1822
2771,344,1823
2772,344,1824
2773,344,346
2774,344,1825
2775,345,1826
2776,345,1827
2777,345,1828
2778,346,1829
2779,346,1830
2780,346,1831
2781,346,1832
2782,346,1833
2783,347,1834
2784,348,1663
2785,348,1664
2786,348,1665
2787,348,1666
2788,349,754
2789,349,1835
2790,349,1836
2791,350,1768
2792,350,219
2793,350,353
2794,350,1769
2795,350,1770
2796,350,1256
2797,350,1640
2798,350,337
2799,350,1771
2800,351,1837
2801,352,426
2802,352,428
2803,352,75
2804,352,25
2805,352,2
2806,352,78
2807,352,23
2808,352,241
2809,352,421
2810,352,1838
2811,352,79
2812,352,126
2813,353,350
2814,353,1820
2815,354,1839
2816,354,1840
2817,354,1841
2818,354,1842
2819,354,1843
2820,354,1844
2821,354,1845
2822,354,1846
2823,355,1847
2824,356,104
2825,357,364
2826,357,363
2827,357,360
2828,357,1848
2829,358,356
2830,358,360
2831,358,359
2832,358,104
2833,358,1
2834,358,805
2835,358,806
2836,358,362
2837,358,807
2838,359,104
2839,359,1849
2840,359,357
2841,359,363
2842,359,1850
2843,359,807
2844,360,104
2845,360,800
2846,360,357
2847,360,358
2848,360,801
2849,360,356
2850,360,351
2851,360,440
2852,361,170
2853,361,1022
2854,361,1851
2855,361,1852
2856,361,1853
2857,361,1854
2858,361,1855
2859,361,1856
2860,361,1857
2861,361,1858
2862,361,348
2863,361,585
2864,361,1859
2865,362,1860
2866,362,1861
2867,363,356
2868,363,360
2869,363,359
2870,363,104
2871,363,1
2872,363,805
2873,363,806
2874,363,362
2875,363,807
2876,364,91
2877,364,1790
2878,364,305
2879,364,1022
2880,364,361
2881,365,1862
2882,365,172
2883,365,486
2884,366,1806
2885,366,1863
2886,366,1864
2887,366,1865
2888,366,1808
2889,366,66
2890,367,1866
2891,367,1867
2892,367,104
2893,367,1868
2894,367,1869
2895,367,1870
2896,367,1871
2897,367,1872
2898,367,1873
2899,367,1874
2900,367,1875
2901,367,1876
2902,367,1877
2903,367,1878
2904,368,1330
2905,368,1668
2906,368,1879
2907,368,369
2908,368,1880
2909,368,123
2910,368,1881
2911,369,147
2912,369,383
2913,369,10
2914,369,629
2915,369,1
2916,369,1882
2917,370,637
2918,370,1034
2919,370,228
2920,370,1089
2921,370,107
2922,370,1883
2923,370,1884
2924,370,1885
2925,370,1886
2926,370,303
2927,371,874
2928,371,1887
2929,371,1888
2930,372,1889
2931,372,455
2932,373,1890
2933,374,37
2934,374,1891
2935,374,1892
2936,374,1
2937,375,408
2938,376,105
2939,376,410
2940,376,37
2941,376,29
2942,376,79
2943,376,411
2944,377,530
2945,377,382
2946,377,390
2947,377,10
2948,377,1331
2949,377,248
2950,377,1668
2951,377,1893
2952,377,1894
2953,377,1339
2954,377,1338
2955,377,1
2956,377,378
2957,377,8
2958,378,1895
2959,378,382
2960,378,1330
2961,378,383
2962,378,10
2963,378,1331
2964,378,379
2965,378,1335
2966,378,1338
2967,378,8
2968,379,305
2969,379,1022
2970,379,1023
2971,379,1340
2972,379,1341
2973,379,1342
2974,379,171
2975,379,184
2976,379,1089
2977,380,446
2978,380,530
2979,380,382
2980,380,390
2981,380,383
2982,380,10
2983,380,1331
2984,380,379
2985,380,1896
2986,380,1897
2987,380,1332
2988,380,1880
2989,380,388
2990,380,1898
2991,380,1335
2992,380,1899
2993,380,1338
2994,380,1
2995,380,378
2996,380,59
2997,380,4
2998,380,8
2999,381,10
3000,381,1
3001,381,455
3002,381,376
3003,381,1900
3004,382,1901
3005,382,1902
3006,382,1903
3007,382,1904
3008,382,1905
3009,382,1897
3010,382,1088
3011,382,1906
3012,382,1089
3013,383,305
3014,383,1907
3015,383,10
3016,383,248
3017,383,1668
3018,383,1908
3019,383,1332
3020,383,1037
3021,383,388
3022,383,1909
3023,383,1910
3024,384,811
3025,384,392
3026,384,330
3027,384,14
3028,385,1911
3029,385,1912
3030,385,303
3031,385,114
3032,385,111
3033,385,97
3034,385,384
3035,385,172
3036,385,1913
3037,385,460
3038,386,1914
3039,386,1915
3040,387,112
3041,387,110
3042,387,117
3043,388,1895
3044,388,305
3045,388,383
3046,388,1331
3047,388,1668
3048,388,1881
3049,388,59
3050,388,1338
3051,388,4
3052,389,245
3053,389,1916
3054,389,1917
3055,389,1918
3056,390,305
3057,390,530
3058,390,1919
3059,390,10
3060,390,1331
3061,390,248
3062,390,369
3063,390,1336
3064,390,123
3065,390,380
3066,390,1334
3067,390,1668
3068,390,1920
3069,390,1894
3070,390,1921
3071,390,1922
3072,390,8
3073,391,1923
3074,391,109
3075,391,1924
3076,392,1034
3077,392,330
3078,393,1925
3079,394,1926
3080,395,1927
3081,395,1928
3082,396,1929
3083,397,1117
3084,397,1930
3085,397,1931
3086,397,1932
3087,397,1933
3088,397,1934
3089,397,9
3090,397,1935
3091,397,1936
3092,398,1937
3093,398,1938
3094,398,397
3095,398,1939
3096,398,1940
3097,398,1941
3098,398,1942
3099,398,1943
3100,398,1944
3101,398,1945
3102,398,1946
3103,398,1947
3104,398,1948
3105,399,1949
3106,399,1950
3107,399,1951
3108,399,1952
3109,399,1953
3110,400,242
3111,400,1954
3112,400,1734
3113,401,1955
3114,401,1956
3115,401,1957
3116,401,1958
3117,401,1937
3118,401,1959
3119,401,1960
3120,401,1961
3121,401,1962
3122,401,1963
3123,401,1964
3124,401,404
3125,401,1965
3126,401,1966
3127,401,1967
3128,401,1968
3129,401,9
3130,401,398
3131,401,1969
3132,401,1970
3133,402,1971
3134,402,119
3135,402,1972
3136,403,1216
3137,403,91
3138,403,197
3139,403,37
3140,403,1217
3141,403,205
3142,403,1099
3143,403,83
3144,403,186
3145,403,9
3146,404,1973
3147,404,462
3148,404,1974
3149,404,126
3150,404,1975
3151,404,1976
3152,404,1977
3153,404,1978
3154,404,514
3155,404,1979
3156,404,1935
3157,404,1980
3158,404,1981
3159,404,1982
3160,404,1983
3161,404,9
3162,404,1984
3163,404,1985
3164,404,1986
3165,404,1987
3166,404,1988
3167,404,1989
3168,404,1990
3169,404,1991
3170,404,1992
3171,404,1993
3172,404,1994
3173,404,1995
3174,404,1996
3175,404,1997
3176,404,512
3177,404,843
3178,404,1998
3179,404,1999
3180,404,1266
3181,405,2000
3182,405,2001
3183,405,2002
3184,405,9
3185,406,405
3186,406,2003
3187,406,1316
3188,406,81
3189,406,2004
3190,406,1315
3191,407,2005
3192,407,2006
3193,407,1163
3194,408,2007
3195,408,2008
3196,408,28
3197,408,209
3198,408,2009
3199,408,2010
3200,408,2011
3201,409,2012
3202,409,9
3203,409,2013
3204,410,2014
3205,410,2015
3206,410,2016
3207,410,2017
3208,410,716
3209,410,2018
3210,410,2019
3211,410,2020
3212,411,2021
3213,411,2022
3214,411,2023
3215,412,34
3216,412,93
3217,413,412
3218,413,186
3219,414,2024
3220,414,44
3221,414,2025
3222,415,416
3223,415,91
3224,415,186
3225,415,1639
3226,415,1110
3227,415,414
3228,415,340
3229,416,2026
3230,416,461
3231,416,2027
3232,416,2028
3233,416,2029
3234,416,1221
3235,416,2030
3236,416,1212
3237,416,170
3238,416,208
3239,417,203
3240,417,190
3241,417,80
3242,417,199
3243,417,75
3244,417,67
3245,417,34
3246,417,24
3247,417,9
3248,417,455
3249,417,79
3250,417,50
3251,417,4
3252,417,198
3253,418,285
3254,418,47
3255,418,419
3256,418,624
3257,418,625
3258,418,80
3259,418,161
3260,418,121
3261,418,67
3262,418,64
3263,419,39
3264,419,2031
3265,420,1
3266,420,2
3267,420,425
3268,420,37
3269,420,3
3270,420,424
3271,420,427
3272,420,422
3273,420,423
3274,420,44
3275,421,528
3276,421,241
3277,422,2032
3278,422,2033
3279,422,2034
3280,422,423
3281,422,424
3282,422,427
3283,422,2035
3284,422,2036
3285,422,545
3286,422,2037
3287,422,2038
3288,422,2039
3289,422,2040
3290,422,420
3291,422,2041
3292,422,2042
3293,423,2043
3294,423,2033
3295,423,2044
3296,423,2045
3297,423,2046
3298,423,2047
3299,423,2048
3300,423,2049
3301,423,2050
3302,423,2051
3303,423,2052
3304,423,2053
3305,423,2054
3306,424,2055
3307,424,2056
3308,424,2057
3309,424,2058
3310,424,919
3311,424,2059
3312,424,2060
3313,424,2061
3314,424,2062
3315,424,2063
3316,424,2064
3317,424,2065
3318,424,2066
3319,424,2067
3320,424,2068
3321,424,2069
3322,424,2070
3323,424,2071
3324,424,2072
3325,424,2073
3326,424,2074
3327,424,2075
3328,424,2076
3329,424,2077
3330,425,2078
3331,425,2079
3332,425,80
3333,425,458
3334,425,1
3335,425,2080
3336,425,70
3337,425,1162
3338,425,79
3339,425,4
3340,426,2081
3341,426,2082
3342,426,2083
3343,426,2084
3344,426,2085
3345,426,2086
3346,426,2087
3347,427,2088
3348,427,2089
3349,428,2090
3350,428,1688
3351,429,0
3352,429,430
3353,430,2091
3354,430,2092
3355,430,2093
3356,430,147
3357,430,2094
3358,430,874
3359,430,2095
